"426","N1","如","ジョ, ニョ","ごと.し","ressemblant, similaire, comme si, comme, le même que"
"427","N1","妃","ヒ","きさき","reine, princesse"
"428","N1","妄","モウ, ボウ","みだ.りに","illusion, imprudence, sans autorisation"
"429","N1","妅","ニン","はら.む, みごも.る","tomber enceinte, grossesse"
"430","N1","妙","ミョウ","たえ","délicat, subtil, étrange, bizarre, adroit, excellent"
"431","N1","妥","ダ","-","doux, calme, tranquille, approprié"
"432","N1","妨","ボウ","さまた.げる","déranger, empêcher, obstruer, entraver"
"433","N4","妹","マイ","いもうと","sœur cadette, petite-sœur"
"434","N3","妻","サイ","つま","épouse, femme"
"435","N4","姉","シ","あね","sœur ainée, grande-sœur"
"436","N4","始","シ","はじ.める","commencer, débuter"
"437","N2","姓","セイ, ショウ","-","nom de famille"
"438","N2","委","イ","ゆだ.ねる","comité, confier, déléguer"
"439","N1","姫","キ","ひめ","princesse"
"440","N1","姻","イン","-","conjugal, mariage"
"441","N1","姿","シ","すがた","silhouette, apparence, forme"
"442","N1","威","イ","おど.す","intimidant, puissance, menacer"
"443","N3","娘","ジョウ","むすめ, こ","fille"
"444","N1","娠","シン","-","femme enceinte"
"445","N1","娯","ゴ","-","loisir, distraction, divertissement"
"446","N1","婆","バ","ばば, ばあ","vieille femme, grand-mère"
"447","N3","婚","コン","-","mariage"
"448","N3","婦","フ","よめ","femme mariée, épouse"
"449","N1","婿","セイ","むこ","fiancé, marié, gendre"
"450","N1","媒","バイ","-","intermédiaire, médiateur"
"451","N1","媛","エン","ひめ","belle femme, princesse"
"452","N1","嫁","カ","よめ, とつ.ぐ, い.く","entrer dans une famille, mariage, mariée"
"453","N1","嫌","ケン, ゲン","きら.い, いや","détester, haïr"
"454","N1","嫡","チャク, テキ","-","légitime (enfant, femme)"
"455","N1","嬢","ジョウ","むすめ","jeune fille, mademoiselle"
"456","N5","子","シ, ス, ツ","こ","enfant"
"457","N1","孔","コウ","あな","cavité, trou, fente"
"458","N4","字","ジ","あざ, あざな,  な","caractère, lettre, mot, hameau"
"459","N3","存","ソン, ゾン","-","être conscient de, croire"
"460","N1","孝","コウ, キョウ","-","piété filiale, respect des anciens"
"461","N2","季","キ","-","saison"
"462","N1","孤","コ","-","orphelin, seul"
"463","N5","学","ガク","まな.ぶ","étudier, apprendre, science"
"464","N2","孫","ソン","まご","descendance, petits-enfants"
"465","N3","宅","タク","-","maison, résidence"
"466","N2","宇","ウ","-","firmament, cieux"
"467","N3","守","シュ, ス","まも.る, まも.り","protéger, défendre, gardien"
"468","N5","安","アン","やす.い","bon marché, peu cher, sûr, tranquille"
"469","N3","完","カン","-","parfait, totalité, achèvement"
"470","N1","宗","シュウ, ソウ","むね","religion, confession religieuse, secte"
"471","N3","官","カン","-","gouvernement, fonctionnaire"
"472","N2","宙","チュウ","-","espace, air"
"473","N3","定","テイ, ジョウ","さだ.める","établir, fixer, décider"
"474","N1","宜","ギ","よろ.しい","convenable, bon, bien"
"475","N2","宝","ホウ","たから","trésor, objet précieux"
"476","N3","实","ジツ, シツ","み, みの.る, まこと","réalité, réel, véritable, porter ses fruits"
"477","N3","実","キャク, カク","-","client, hôte"
"478","N1","宠","セン","のたま.う","proclamer, annoncer"
"479","N4","审","シツ","むろ","pièce, appartement, chambre"
"480","N1","宮","キュウ, グウ","みや","palais, sanctuaire shinto"
"481","N1","宰","サイ","-","diriger, superviser, Premier Ministre,directeur"
"482","N3","害","ガイ","-","mal, blessure"
"483","N1","宴","エン","うたげ","banquet, fête"
"484","N1","宵","ショウ","よい","en pleine nuit, soirée, heures tardives"
"485","N4","家","カ","いえ, や, うち","maison"
"486","N3","容","ヨウ","い.れる","forme (état de santé), apparence, contenir"
"487","N3","宿","シュク","やど, やど.る","logement, auberge, se loger"
"488","N1","寂","ジャク, セキ","さび.しい, さみ.しい","solitude, seul, tranquillité"
"489","N3","寄","キ","よ.る","rendre visite, approcher, collecter, envoyer"
"490","N1","密","ミツ","ひそ.か","secret, densité de population, minutieux"
"491","N3","富","フ, フウ","と.む, とみ","richesse, opulence, devenir riche"
"492","N4","寒","カン","さむ.い","froid (météorologique)"
"493","N1","寛","カン","くつろ.ぐ, ひろ.い","tolérant, indulgent générosité, être à l'aise"
"494","N3","寝","シン","ね.る","dormir, se reposer"
"495","N3","察","サツ","-","supposer, présumer, deviner, juger"
"496","N1","寡","カ","-","très peu, minorité, veuve"
"497","N1","寧","ネイ","むし.ろ","plutôt, assez, de préférence"
"498","N1","審","シン","つまび.らか, つぶさ.に","procès, jugement, audience (devant la cour)"
"499","N1","寮","リョウ","-","dortoir, foyer, pavillon"
"500","N1","寸","スン","-","dimension, mesure, unité de longueur (3,03cm)"
"501","N2","寺","ジ","てら","temple bouddhiste"
"502","N3","対","タイ","あいて, そろ.い, つれあ.い","opposé, anti, opposition"
"503","N1","寿","ジュ, ス, シュウ","ことぶき, ことぶ.く","longévité, félicitation"
"504","N2","封","フウ, ホウ","-","sceller, fermer, sceau"
"505","N2","専","セン","もっぱ.ら","spécialité, exclusivement"
"506","N1","射","シャ","い.る","tirer une flèche"
"507","N2","将","ショウ","まさ.に","commandant, général, l'un après l'autre"
"508","N1","尉","イ, ジョウ","-","officier, geôlier, rang"
"509","N2","尊","ソン","たっと.い","respecter, précieux, noble"
"510","N1","尋","ジン","たず.ねる","demander, interroger, rechercher"
"511","N2","導","ドウ","みちび.く","mener, guider, conduire"
"512","N5","小","ショウ","ちい.さい, こ","petit"
"513","N5","尐","ショウ","すく.ない, すこ.し","un peu, peu de"
"514","N1","尚","ショウ","なお","de plus, davantage, respecter, vénérer"
"515","N1","就","シュウ, ジュ","つ.く, つ.ける","prendre place, s'installer, prendre un poste,concernant"
"516","N1","尺","シャク","-","mesure, unité de longueur (30,303 cm)"
"517","N1","尼","ニ","あま","religieuse, nonne"
"518","N1","尽","ジン, サン","つ.くす, ことごと.く,つか","épuiser, consommer, arriver au bout, entièrement"
"519","N1","尾","ビ","お","queue, bout"
"520","N1","尿","ニョウ","-","urine"
"521","N3","局","キョク","つぼね","bureau, département"
"522","N3","居","キョ, コ","い.る, お.る","se trouver, être, exister"
"523","N1","屈","クツ","かが.む","céder, se courber, soumettre"
"524","N2","届","カイ","とど.ける","remettre, livrer, notification"
"525","N4","屋","オク","や","maison, boutique, toît"
"526","N2","展","テン","-","développement, déploiement, exposition"
"527","N1","属","ゾク, ショク","さかん, つく, やから","faire partie de, affilié à"
"528","N2","層","ソウ","-","strate, niveau, couche"
"529","N1","履","リ","は.く","chausser, chaussures, expérience"
"530","N1","屯","トン","-","caserne, poste de police, garnison"
"531","N5","山","サン, セン","やま","montagne"
"532","N1","岐","キ, ギ","-","bifurcation, embranchement"
"533","N2","岩","ガン","いわ","rocher, roc, falaise"
"534","N1","岬","コウ","みさき","cap, pointe, promontoire"
"535","N1","岳","ガク","たけ","montagne, pic"
"536","N2","岸","ガン","きし","rivage, rive"
"537","N1","峠","-","とうげ","sommet d'une montagne, crête"
"538","N1","峡","キョウ, コウ","はざま","gorge, ravin, vallée étroite"
"539","N1","峰","ホウ","みね","pic, sommet, pointe (d'une montagne)"
"540","N2","島","トウ","しま","île"
"541","N1","崇","スウ","あが.める","respecter, vénérer, honorer, adorer"
"542","N1","崎","キ","さき, さい, みさき","cap, pointe, promontoire"
"543","N1","崩","ホウ","くず.れる","s'effondrer, se désagréger, s'écrouler"
"544","N1","嵐","ラン","あらし","tempête"
"545","N5","川","セン","かわ","rivière, fleuve"
"546","N2","州","シュウ","す","province, état"
"547","N1","巡","ジュン","めぐ.る, めぐ.り","tourner autour, faire le tour, patrouiller"
"548","N1","巣","ソウ","す","nid, tanière, antre, ruche, toile (d'araignée)"
"549","N4","工","コウ","もく","industrie, construction, fabrication"
"550","N5","左","サ, シャ","ひだり","gauche"
"551","N1","巧","コウ","たく.み, うま.い","habile, adroit, doué"
"552","N2","巨","キョ","-","gigantesque, énorme, gros"
"553","N3","差","サ","さ.す, さ.し","différence, reste, désigner"
"554","N1","己","コ, キ","おのれ","soi-même, soi"
"555","N2","巻","カン, ケン","ま.く, まき","enrouler, rouleau, tome"
"556","N4","市","シ","いち","marché, ville"
"557","N2","布","フ","ぬの","linge, tissu"
"558","N1","帄","ハン","ほ","voile"
"559","N2","希","キ","まれ","espoir, souhait, désir"
"560","N1","帝","テイ","みかど","Empereur, souverain, Mikado"
"561","N1","帥","スイ","-","commandant des troupes, gouverneur"
"562","N3","師","シ, ス","もろもろ, なら.う","expert, professeur, maître"
"563","N3","席","セキ","むしろ","siège"
"564","N2","帯","タイ","お.びる, おび","ceinture, zone"
"565","N4","帰","キ","かえ.る","retourner (chez soi), aboutir à"
"566","N1","帳","チョウ","とばり","cahier, livre de compte, registre"
"567","N3","常","ジョウ","つね","habituel, normal, ordinaire"
"568","N2","帽","ボウ","-","casquette, chapeau, couvre-chef"
"569","N2","幅","フク","はば","largeur, kakemono, rouleau suspendu au mur"
"570","N1","幕","マク, バク","とばり","rideau de scène, acte théâtrale"
"571","N1","幣","ヘイ","ぬさ","espèce (argent), offrande shinto, don,mauvaise habitude"
"572","N2","干","カン","ほ.す, ひ.る","sécher, sec"
"573","N3","平","ヘイ,  ヒョウ","ひら","paix, calme, plat"
"574","N5","年","ネン","とし","année, compteur pour les années"
"575","N3","幸","コウ","しあわ.せ","bonheur, fortune, chance"
"576","N1","幹","カン","みき","tronc d'arbre, partie principale"
"577","N1","幻","ゲン","まぼろし","vision, illusion, apparition"
"578","N2","幼","ヨウ","おさな.い","enfance, enfantin, puéril"
"579","N1","幽","ユウ","かす.か","obscur, isolé, profond, reclus, calme"
"580","N3","幾","キ","いく","combien, quelques"
"581","N2","庁","チョウ, テイ","やくしょ","bureau gouvernemental"
"582","N4","広","コウ","ひろ.い","large, vaste"
"583","N2","床","ショウ","とこ, ゆか","plancher, lit, tatami, compteur pour les lits"
"584","N1","序","ジョ","つい.で, ついで","ordre, priorité, séquence"
"585","N2","底","テイ","そこ","fond, profondeur"
"586","N5","店","テン","みせ","magasin, échoppe"
"587","N2","府","フ","-","préfecture, bureau gouvernemental"
"588","N4","度","ト","たび","fois, occurrence, degré (°C/F)"
"589","N3","座","ザ","すわ.る","s'asseoir, siège, rassemblement"
"590","N2","庫","コ, ク","くら","entrepôt, stock"
"591","N3","庭","テイ","にわ","jardin"
"592","N1","庶","ショ","-","peuple, roturier, tout, bâtard"
"593","N2","康","コウ","-","tranquille, paisible, calme"
"594","N1","庸","ヨウ","-","banal, commun, ordinaire, travail"
"595","N1","廃","ハイ","すた.れる","abolition, abrogation, devenir obsolète,abandonner"
"596","N1","廉","レン","かど","bonne affaire, bon marché, honnête,intègre, méfiance"
"597","N1","廊","ロウ","-","couloir, gallerie"
"598","N2","延","エン","の.びる, の.ばす","allonger, prolonger, être prolongé"
"599","N1","廷","テイ","-","tribunal, cour de justice, cour impériale"
"600","N4","建","ケン, コン","た.てる","construire, construction"
"601","N1","弁","ベン, ヘン","わきま.える, わ.ける","dialecte, éloquence, discernement"
"602","N1","弊","ヘイ","-","mal, abus, méfait, vice"
"603","N3","式","シキ","-","méthode, style, cérémonie"
"604","N1","弐","ニ, ジ","ふた.つ","deux, second"
"605","N1","弓","キュウ","ゆみ","arc"
"606","N1","弔","チョウ","とむら.う, とぶら.う","condoléances, deuil, funérailles"
"607","N4","引","イン","ひ.く, ひ.ける","cesser, diminuer, jouer (musique), prendre"
"608","N4","弟","テイ, ダイ","おとうと","frère cadet, apprenti, disciple"
"609","N1","弥","ミ, ビ","いや, や","de plus en plus, d'autant plus"
"610","N1","弦","ゲン","つる","corde d'arc, corde"
"611","N1","弧","コ","-","arc, arche"
"612","N4","弱","ジャク","よわ.い","faible"
"613","N2","張","チョウ","は.る","allonger, étirer, fixer, coller, tendre"
"614","N4","強","キョウ","つよ.い","fort"
"615","N1","弾","ダン, タン","はず.む","boulet, rebond, claquement"
"616","N3","当","トウ","あ.たる","viser, toucher, approprié"
"617","N3","形","ケイ, ギョウ","かたち","forme, type, apparence"
"618","N1","彩","サイ","いろど.る","colorer, peindre, maquiller"
"619","N1","彫","チョウ","ほ.る","graver, sculpter, ciseler"
"620","N1","彰","ショウ","-","évident, manifeste, clair"
"621","N1","影","エイ","かげ","ombre portée, silouhette"
"622","N3","役","ヤク, エキ","-","service, corvée, poste"
"623","N3","彼","ヒ","かれ, かの","il, celui-là"
"624","N1","往","オウ","い.く, ゆ.く","aller, venir, voyage"
"625","N1","征","セイ","-","asservir, conquête, campagne militaire"
"626","N1","径","ケイ","みち, こみち","diamètre, chemin, méthode"
"627","N4","待","タイ","ま.つ","attendre"
"628","N2","律","リツ","-","loi, régulation, rythme"
"629","N5","後","ゴ, コウ","のち, うし.ろ, あと, おく.れる","après, derrière"
"630","N1","徐","ジョ","おもむ.ろに","petit à petit, doucement, posément"
"631","N3","徒","ト","いたずら, あだ","élève, compagnon, vain, futile"
"632","N1","従","ジュウ","したが.う","se conformer à, obéir à, être accompagné de, subjuguer"
"633","N3","得","トク","え.る, う.る","acquérir, obtenir, avantage, bénéfice"
"634","N3","御","ギョ, ゴ","おん, み","honorable, manipuler, contrôler,administrer"
"635","N2","復","フク","また","retourner, reprendre, restaurer"
"636","N1","循","ジュン","-","consécutif, séquentiel, cycle"
"637","N1","微","ビ","かす.か","délicat, subtil, insignifiant, léger, à peine visible"
"638","N1","徳","トク","-","vertu, bonté, morale"
"639","N1","徴","チョウ","しるし","signe, indication, marque, collecte (d'un impôt, d'une taxe)"
"640","N1","徹","テツ","-","toute la nuit, nuit blanche, lucide, pénétrer"
"641","N4","心","シン","こころ","cœur, esprit"
"642","N3","必","ヒツ","かなら.ず","nécessaire, inévitable"
"643","N1","忌","キ","い.む","deuil, anniversaire du décès, répugnant"
"644","N1","忍","ニン","しの.ぶ","endurer, supporter, espion, entrer furtivement"
"645","N2","志","シ","こころざ.す, こころざし","volonté, intention, avoir l'intention de"
"646","N3","忘","ボウ","わす.れる","oublier"
"647","N3","忙","ボウ","いそが.しい, せわ.しい,おそ.れる","être occupé, débordé"
"648","N2","忚","オウ","こた.える","répondre, postuler, accepter"
"649","N1","忠","チュウ","-","loyauté, fidélité"
"650","N2","快","カイ","こころよ.い","agréable, plaisant, confortable"
"651","N3","念","ネン","-","pensée, idée, souhait"
"652","N3","怒","ド","いか.る, おこ.る","se mettre en colère, emportement, fureur"
"653","N3","怖","フ","こわ.い, お.じる, おそ.れる","avoir peur, redouter, craindre, effrayant"
"654","N4","思","シ","おも.う","penser"
"655","N1","怠","タイ","おこた.る, なま.ける","négliger, paresse, fainéantise"
"656","N4","急","キュウ","いそ.ぐ","se dépêcher, urgent, soudain"
"657","N3","性","セイ","さが","genre, nature, sexe"
"658","N1","怪","カイ, ケ","あや.しい, あや.しむ","méfiant, se méfier de, mystère, apparition"
"659","N2","恋","レン","こ.う, こい","amour, être amoureux"
"660","N3","恐","キョウ","おそ.れる, こわ.い","peur, crainte, inquiétude"
"661","N1","恒","コウ","つね","permanent, constant"
"662","N3","恥","チ","は.ずかしい","honte, gêne, déshonneur"
"663","N1","恨","コン","うら.む, うら.めしい","regret, ressentiment, rancœur, haine"
"664","N1","恩","オン","-","gentillesse, bonté, bienfait"
"665","N1","恭","キョウ","うやうや.しい","respectueux"
"666","N3","息","ソク","いき","souffle, respiration"
"667","N2","恵","ケイ, エ","めぐ.む","service, faveur, bienfait, grâce"
"668","N1","悔","カイ","く.いる, く.やむ","regret, repentir"
"669","N1","悟","ゴ","さと.る","éclaircissement, percevoir, discerner,comprendre"
"670","N1","悠","ユウ","-","permanence, éternité, tranquilité"
"671","N2","患","カン","わずら.う","souffrir de, maladie, souffrance"
"672","N1","悦","エツ","よろこ.ぶ","extase, joie"
"673","N2","悩","ノウ","なや.む","ennui, souci, peine, tourment"
"674","N4","悪","アク","わる.い","mauvais, vice, mal"
"675","N3","悲","ヒ","かな.しい, かな.しむ","mélancolie, peine, se lamenter"
"676","N1","悼","トウ","いた.む","deuil, commémoration funèbre, avoir de la peine, déplorer"
"677","N3","情","ジョウ, セイ","なさ.け","tendresse, compassion, émotion,circonstances"
"678","N1","惑","ワク","まど.う","charmer, séduire, égarement, confusion,perplexité"
"679","N1","惜","セキ","お.しい, お.しむ","déplorable, regrettable, économiser,épargner"
"680","N1","惨","サン, ザン","みじ.め, いた.む, むご.い","infortuné, affreux, misérable"
"681","N1","惰","ダ","-","paresse"
"682","N3","想","ソウ","おも.う","pensée, idée, conception"
"683","N1","愁","シュウ","うれ.える","désarroi, souffrance, tristesse, être anxieux"
"684","N1","愉","ユ","たの.しむ","apprécier, prendre plaisir à, agréable, joyeux"
"685","N4","意","イ","-","volontée, idée"
"686","N1","愚","グ","おろ.か","stupide, absurbe, idiot, bête"
"687","N3","愛","アイ","いと.しい","amour, affection"
"688","N3","感","カン","-","émotion, sentiment"
"689","N1","慈","ジ","いつく.しむ","clémence, miséricorde"
"690","N1","態","タイ","わざ.と","apparence, état, condition"
"691","N1","慌","コウ","あわ.ただしい","déconcerté, confus"
"692","N1","慎","シン","つつし.む","humilité, discrétion, prudent, être précautionneux"
"693","N1","慕","ボ","した.う","désir ardent, envie, amour"
"694","N1","慢","マン","-","ridicule, paresseux, prétentieux"
"695","N3","慣","カン","な.れる","s'habituer à, coutume"
"696","N1","慨","ガイ","-","regret, triste, soupir, lamentation"
"697","N1","慮","リョ","おもんぱか.る","considérer, prudence, sollicitation, idée, pensée, peur"
"698","N1","慰","イ","なぐさ.める","réconforter, consoler"
"699","N1","慶","ケイ","よろこ.び","se réjouir de, jubiler, féliciter"
"700","N1","憂","ユウ","うれ.える, う.い","tristesse, chagrin, mélancolie, anxieux"
"701","N2","憎","ゾウ","にく.む","détester, haïr, haine"
"702","N1","憤","フン","いきどお.る","indignation, colère, rancune"
"703","N1","憧","ショウ, ドウ","あこが.れる","aspiration, désir, attentes, admirer"
"704","N1","憩","ケイ","いこ.う","vacances, pause, se reposer"
"705","N1","憲","ケン","-","constitution, loi"
"706","N1","憶","オク","-","souvenir, mémoire"
"707","N1","憾","カン","うら.む","remords, regrets, être désolé"
"708","N1","懇","コン","ねんご.ろ","sociable, gentil, courtois"
"709","N1","懐","カイ, エ","ふところ, なつ.かしい,いだ.く, おも.う","poche, sentiments, nostalgie, s'attacher à, poitrine"
"710","N1","懲","チョウ","こ.りる","punir, corriger, châtiment, apprendre par l'expérience, tirer des leçons"
"711","N1","懸","ケン, ケ","か.ける","suspendre, accrocher, dépendre de"
"712","N3","成","セイ","な.る","se changer en, devenir, croissance"
"713","N1","我","ガ","われ, わ","je, moi, égoïsme"
"714","N1","戒","カイ","いまし.める","châtiment, avertissement"
"715","N3","戦","セン","たたか.う","guerre, combat, combattre"
"716","N1","戯","ギ, ゲ","たわむ.れる, ざ.れる","batifoler, divertissement, jeu, sport"
"717","N2","戸","コ","と","porte"
"718","N3","戻","レイ","もど.る","revenir, rendre, restituer"
"719","N1","房","ボウ","ふさ","chauffage, climatisation, grappe, frange,épouse, chambre"
"720","N4","所","ショ","ところ","endroit, lieu, place"
"721","N1","扇","セン","おうぎ","éventail"
"722","N1","扉","ヒ","とびら","porte d'entrée, page de titre"
"723","N5","手","シュ","て","main"
"724","N3","才","サイ","-","talent, génie, don"
"725","N3","打","ダ","う.つ","frapper, taper, battre"
"726","N3","払","フツ","はら.う","payer, nettoyer"
"727","N1","扱","ソウ, キュウ","あつか.い, あつか.う,こ.く","manœuvrer, prendre en main"
"728","N1","扶","フ","たす.ける","aider, assister"
"729","N2","批","ヒ","-","critique, analyse, commentaire"
"730","N2","承","ショウ, ジョウ","うけたまわ.る","entendre, recevoir, être informé"
"731","N2","技","ギ","わざ","technique, habileté, prouesse"
"732","N1","抄","ショウ","-","extraire, sélectionner, résumé, copie"
"733","N1","抑","ヨク","おさ.える","réprimer, retenir, saisir, presser"
"734","N3","投","トウ","な.げる","jeter, lancer, investir"
"735","N1","抗","コウ","あらが.う","affronter, faire face à, s'opposer à, défier"
"736","N3","折","セツ","お.る","plier, courber, casser, rompre"
"737","N3","抜","バツ","ぬ.く","extraire, enlever, laisser de côté, omettre"
"738","N1","択","タク","えら.ぶ","choisir, sélectionner"
"739","N1","披","ヒ","-","exposer, révéler, ouvrir son cœur"
"740","N3","抱","ホウ","だ.く, いだ.く, かか.える","étreindre, serrer dans ses bras"
"741","N1","抵","テイ","-","résister, s'opposer"
"742","N1","抹","マツ","-","frotter, enduire, effacer"
"743","N3","押","オウ","お.す, おさ.える","appuyer, pousser, arrêter, maintenir, retenir"
"744","N1","抽","チュウ","ひき","cueillir, extraire, tirer"
"745","N2","担","タン","かつ.ぐ, にな.う","porter sur le dos, se charger de, responsable"
"746","N1","拍","ハク, ヒョウ","-","applaudir, temps (mesure en musique),battement (du cœur)"
"747","N1","拐","カイ","-","kidnapper, falsifier"
"748","N1","拒","キョ, ゴ","こば.む","refuser, rejeter, décliner"
"749","N1","拓","タク","ひら.く","défricher, conquête d'un terrain"
"750","N1","拘","コウ","かか.わる","arrêter, saisir, être concerné, adhérer"
"751","N1","拙","セツ","つたな.い","incompétent, maladroit, bâclé"
"752","N3","招","ショウ","まね.く","inviter"
"753","N2","拝","ハイ","おが.む, おろが.む","vénérer, prier, adorer"
"754","N1","拠","キョ, コ","よ.る","point d'appui, basé sur, suivre, par conséquent"
"755","N2","拡","カク, コウ","ひろ.がる","élargir, étendre, agrandir"
"756","N1","括","カツ","くく.る","attacher, lier, arrêter, comprimer"
"757","N1","拳","ケン, ゲン","こぶし","poing"
"758","N1","拷","ゴウ","-","torturer, tabasser"
"759","N2","拾","シュウ","ひろ.う","ramasser, recueillir, cueillir"
"760","N4","持","ジ","も.つ","tenir, avoir"
"761","N3","指","シ","ゆび, さ.す","doigt, désigner, indiquer"
"762","N1","挑","チョウ","いど.む","défier, provoquer, rivaliser"
"763","N1","挙","キョ","あ.げる, あ.がる","actions, citer, être cité, être arrêté"
"764","N2","挟","キョウ, ショウ","はさ.む, わきばさ.む,さしはさ.む","pincement, pincer, être coincé, être pris entre deux"
"765","N1","振","シン","ふ.る, ぶ.る","secouer, agiter, remuer"
"766","N1","挿","ソウ","さ.す","greffer, mettre dans, insérer"
"767","N3","捕","ホ","つか.まる, と.らえる,とら.える","attraper, capturer"
"768","N2","捜","ソウ, シュ, シュウ","さが.す","chercher, rechercher"
"769","N2","捨","シャ","す.てる","jeter, abandonner, démissionner"
"770","N1","据","キョ","す.える, す.わる","poser, installer, établir, s'asseoir"
"771","N2","掃","ソウ, シュ","は.く","nettoyer, balayer"
"772","N2","授","ジュ","さず.ける","conférer, accorder"
"773","N1","掌","ショウ","てのひら, たなごころ","paume de la main, manipuler, gouverner"
"774","N1","排","ハイ","-","rejeter, désavouer, exclure"
"775","N2","掘","クツ","ほ.る","creuser, fouiller"
"776","N3","掛","カイ, ケイ","か.ける, か.かる","accrocher, suspendre, dépendre, arriver à,taxe"
"777","N2","採","サイ","と.る","prendre, récolter, cueillir"
"778","N3","探","タン","さが.す,  さぐ.る","chercher, enquête"
"779","N2","接","セツ, ショウ","つ.ぐ","toucher, contact, joindre"
"780","N1","控","コウ","ひか.える","retirer, renoncer à, retenir, se modérer"
"781","N1","推","スイ","お.す","présumer, supposer, deviner"
"782","N1","措","ソ","お.く","poser, mettre de côté, suspendre,abandonner"
"783","N1","掲","ケイ","かか.げる","publier, afficher, hisser (un drapeau),insertion"
"784","N1","描","ビョウ","えが.く, か.く","dessiner, écrire, peindre"
"785","N1","提","テイ, チョウ, ダイ","さ.げる","proposition, tenir en main"
"786","N1","揚","ヨウ","あ.げる","hisser (un drapeau, une voile, un objet lourd), frire"
"787","N2","換","カン","か.える","échanger, remplacer"
"788","N1","握","アク","にぎ.る","s'agripper, tenir, pétrir (sushi)"
"789","N1","揮","キ","ふる.う","brandir, agiter"
"790","N1","援","エン","-","aide, assistance"
"791","N1","揺","ヨウ","ゆ.れる","secouer, frémir, osciller, vibrer"
"792","N2","損","ソン","そこ.なう","blesser, cause du dommage, nuire"
"793","N1","搬","ハン","-","transporteur, convoyeur"
"794","N1","搭","トウ","-","embarquer, monter dans un véhicule"
"795","N1","携","ケイ","たずさ.える","portatif, amovible, porter (à la main),apporter"
"796","N1","搾","サク","しぼ.る","presser, compresser"
"797","N1","摂","セツ","と.る","prendre (des vitamines, un repas…), ingérer,substitut, interposé"
"798","N1","摘","テキ","つ.む","prendre quelque chose avec ses doigts,cueillir, saisir"
"799","N1","摩","マ","ま.する, さ.する, す.る","gratter, frotter (pour soulager), caresser,polir"
"800","N1","撃","ゲキ","う.つ","attaquer, frapper, battre"
"801","N1","撤","テツ","-","enlever, retirer, abandonner, rejeter"
"802","N1","撮","サツ","と.る, つま.む","photographier"
"803","N1","撲","ボク","-","battre, frapper, donner un coup"
"804","N1","擁","ヨウ","-","posséder, protéger, prendre dans ses bras,étreindre"
"805","N2","操","ソウ, サン","みさお, あやつ.る","manipuler, mener, diriger, fidélité, chasteté"
"806","N1","擦","サツ","す.る, す.れる, こす.る","gratter, frotter, abraser"
"807","N1","擬","ギ","まが.い, もど.き","imitation, pointer une arme, nommer"
"808","N3","支","シ","ささ.える","soutenir, soutien, support, succursale"
"809","N2","改","カイ","あらた.める","modifier, améliorer, réformer"
"810","N1","攻","コウ","せ.める","agression, attaque"
"811","N3","放","ホウ","はな.す, はな.つ","libérer, relâcher, émettre"
"812","N3","政","セイ, ショウ","まつりごと, まん","politique, gouvernement, administration"
"813","N2","故","コ","ゆえ, ふる.い, もと","défunt, circonstances, cause"
"814","N1","敏","ビン","さとい","ingéniosité, agile, vif d'esprit"
"815","N2","救","キュウ","すく.う","secourir, sauver, aider"
"816","N3","敗","ハイ","やぶ.れる","défaire, échec, échouer"
"817","N4","教","キョウ","おし.える","enseigner, religion, foi"
"818","N1","敢","カン","あ.えて","audacieux, triste, tragique, pitoyable"
"819","N3","散","サン","ち.らかる, ち.らかす","éparpiller, mettre en désordre, s'éparpiller"
"820","N2","敬","ケイ, キョウ","うやま.う","respecter, vénérer, honorer"
"821","N3","数","スウ","かず, かぞ.える","chiffre, compter"
"822","N2","整","セイ","ととの.える","mettre en ordre, arranger"
"823","N1","敵","テキ","かたき, かな.う","adversaire, ennemi"
"824","N1","敶","フ","し.き, し.く","s'étendre, s'étaler, s'asseoir"
"825","N4","文","ブン, モン","ふみ, あや","lettre, écriture, littérature, phrase"
"826","N1","斉","セイ, サイ","ひと.しい","égal, semblable, même variété"
"827","N1","斎","サイ","とき, つつし.む, ものいみ, い.む, いわ.う, いつ.く","purification, nourriture bouddhique, consacrer, avoir le culte de"
"828","N1","斗","ト","-","Grande Ourse, tonnelet de saké, unité devolume  (1 to = 18,039 litres)"
"829","N4","料","リョウ","-","matériau, prix, frais"
"830","N1","斜","シャ","なな.め, はす","diagonale, en pente, oblique"
"831","N1","斤","キン","-","hache, unité de mesure (kin = environ 600g)"
"832","N1","斥","セキ","しりぞ.ける","repousser, rejeter"
"833","N3","断","ダン","ことわ.る","refuser, décliner une offre, décision,jugement"
"834","N5","新","シン","あたら.しい","nouveau, frais"
"835","N4","方","ホウ","かた","personne, direction, manière de"
"836","N1","施","シ, セ","ほどこ.す","aumône, donner, poser une bandage"
"837","N4","旅","リョ","たび","voyage"
"838","N1","旋","セン","-","rotation, tournoiement"
"839","N4","族","ゾク","つぎ","famille, clan, bande"
"840","N1","旗","キ","はた","drapeau, étendard"
"841","N1","既","キ","すで.に","déjà, auparavant"
"842","N5","日","ニチ, ジツ","ひ, か","jour, soleil, Japon, compteur pour les jours"
"843","N1","旦","タン, ダン","あきら","aube, aurore, matin"
"844","N2","旧","キュウ","ふる.い, もと","ancien, d'autrefois"
"845","N1","旨","シ","むね, うま.い","délicieux, savoureux, adroit, expert, avoir un penchant pour"
